source_row,id,datetime_clean,datetime_source,conversion_needed,conversion_step,timestamp_status,timestamp_issue_codes,datetime_utc_reference,selected_minus_reference_seconds,time_policy_version,localtimes_raw,datetime_raw,lat_raw,lng_raw,lat_clean,lon_clean,coordinate_check,datetime_local,datetime_utc,previous_datetime_local,clock_change_seconds,local_date_changed,utc_date_changed,expected_weather_hours_10_preceding_days
7578,9813015,2020-05-30T07:10:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-30T05:10:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-30T05:10:00+00:00,49.82693354027008,10.888397475213887,49.82693354027008,10.888397475213887,within_broad_germany_bounds,2020-05-30 07:10:00,2020-05-30T05:10:00Z,2020-05-30T05:10:00+02:00,7200.0,False,False,264
7579,9813014,2020-05-30T07:20:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-30T05:20:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-30T05:20:00+00:00,49.82693354027008,10.888397475213887,49.82693354027008,10.888397475213887,within_broad_germany_bounds,2020-05-30 07:20:00,2020-05-30T05:20:00Z,2020-05-30T05:20:00+02:00,7200.0,False,False,264
7580,9812866,2020-05-31T06:50:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-31T04:50:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-31T04:50:00+00:00,49.8816226,11.022372,49.8816226,11.022372,within_broad_germany_bounds,2020-05-31 06:50:00,2020-05-31T04:50:00Z,2020-05-31T04:50:00+02:00,7200.0,False,False,264
7581,9812858,2020-05-31T07:10:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-31T05:10:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-31T05:10:00+00:00,49.8816226,11.022372,49.8816226,11.022372,within_broad_germany_bounds,2020-05-31 07:10:00,2020-05-31T05:10:00Z,2020-05-31T05:10:00+02:00,7200.0,False,False,264
7582,9812496,2020-07-03T08:00:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-07-03T06:00:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-07-03T06:00:00+00:00,49.83022978607797,10.930537915826784,49.83022978607797,10.930537915826784,within_broad_germany_bounds,2020-07-03 08:00:00,2020-07-03T06:00:00Z,2020-07-03T06:00:00+02:00,7200.0,False,False,264
8078,9814144,2020-05-17T06:52:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-17T04:52:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-17T04:52:00+00:00,52.8670917,13.8521174,52.8670917,13.8521174,within_broad_germany_bounds,2020-05-17 06:52:00,2020-05-17T04:52:00Z,2020-05-17T04:52:00+02:00,7200.0,False,False,264
8079,9961219,2021-05-24T06:16:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2021-05-24T04:16:00+00:00,0,german-local-priority-utc-fallback-v2,,2021-05-24T04:16:00+00:00,52.8675901,13.8540264,52.8675901,13.8540264,within_broad_germany_bounds,2021-05-24 06:16:00,2021-05-24T04:16:00Z,2021-05-24T04:16:00+02:00,7200.0,False,False,264
8121,9815281,2020-05-01T07:07:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-01T05:07:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-01T05:07:00+00:00,51.111653,14.345053,51.111653,14.345053,within_broad_germany_bounds,2020-05-01 07:07:00,2020-05-01T05:07:00Z,2020-05-01T05:07:00+02:00,7200.0,False,False,264
8122,9815199,2020-05-03T07:05:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-03T05:05:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-03T05:05:00+00:00,51.142242,13.912307,51.142242,13.912307,within_broad_germany_bounds,2020-05-03 07:05:00,2020-05-03T05:05:00Z,2020-05-03T05:05:00+02:00,7200.0,False,False,264
8123,9815196,2020-05-03T07:15:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-03T05:15:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-03T05:15:00+00:00,51.142242,13.912307,51.142242,13.912307,within_broad_germany_bounds,2020-05-03 07:15:00,2020-05-03T05:15:00Z,2020-05-03T05:15:00+02:00,7200.0,False,False,264
8124,9815194,2020-05-03T07:40:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-03T05:40:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-03T05:40:00+00:00,51.142242,13.912307,51.142242,13.912307,within_broad_germany_bounds,2020-05-03 07:40:00,2020-05-03T05:40:00Z,2020-05-03T05:40:00+02:00,7200.0,False,False,264
8125,9813276,2020-05-16T06:17:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:17:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:17:00+00:00,51.23292216790545,14.189191394255394,51.23292216790545,14.189191394255394,within_broad_germany_bounds,2020-05-16 06:17:00,2020-05-16T04:17:00Z,2020-05-16T04:17:00+02:00,7200.0,False,False,264
8126,9813279,2020-05-16T06:22:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:22:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:22:00+00:00,51.23213084352971,14.188380458170233,51.23213084352971,14.188380458170233,within_broad_germany_bounds,2020-05-16 06:22:00,2020-05-16T04:22:00Z,2020-05-16T04:22:00+02:00,7200.0,False,False,264
8127,9813275,2020-05-16T06:26:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:26:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:26:00+00:00,51.23177650767135,14.18824718108642,51.23177650767135,14.18824718108642,within_broad_germany_bounds,2020-05-16 06:26:00,2020-05-16T04:26:00Z,2020-05-16T04:26:00+02:00,7200.0,False,False,264
8128,9813274,2020-05-16T06:31:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:31:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:31:00+00:00,51.232493747982375,14.187723201745904,51.232493747982375,14.187723201745904,within_broad_germany_bounds,2020-05-16 06:31:00,2020-05-16T04:31:00Z,2020-05-16T04:31:00+02:00,7200.0,False,False,264
8129,9813273,2020-05-16T06:36:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:36:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:36:00+00:00,51.2329075569457,14.189191262661096,51.2329075569457,14.189191262661096,within_broad_germany_bounds,2020-05-16 06:36:00,2020-05-16T04:36:00Z,2020-05-16T04:36:00+02:00,7200.0,False,False,264
8130,9813272,2020-05-16T06:40:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:40:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:40:00+00:00,51.23376400482915,14.187593355341596,51.23376400482915,14.187593355341596,within_broad_germany_bounds,2020-05-16 06:40:00,2020-05-16T04:40:00Z,2020-05-16T04:40:00+02:00,7200.0,False,False,264
8131,9813315,2020-05-16T06:48:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:48:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:48:00+00:00,51.23225319616521,14.188324293121498,51.23225319616521,14.188324293121498,within_broad_germany_bounds,2020-05-16 06:48:00,2020-05-16T04:48:00Z,2020-05-16T04:48:00+02:00,7200.0,False,False,264
8132,9813271,2020-05-16T06:50:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:50:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:50:00+00:00,51.23176210452607,14.188249651442142,51.23176210452607,14.188249651442142,within_broad_germany_bounds,2020-05-16 06:50:00,2020-05-16T04:50:00Z,2020-05-16T04:50:00+02:00,7200.0,False,False,264
8133,9813270,2020-05-16T06:53:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:53:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:53:00+00:00,51.23249101316121,14.187756452890742,51.23249101316121,14.187756452890742,within_broad_germany_bounds,2020-05-16 06:53:00,2020-05-16T04:53:00Z,2020-05-16T04:53:00+02:00,7200.0,False,False,264
8134,9813269,2020-05-16T06:55:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:55:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:55:00+00:00,51.23262604723731,14.188594376661351,51.23262604723731,14.188594376661351,within_broad_germany_bounds,2020-05-16 06:55:00,2020-05-16T04:55:00Z,2020-05-16T04:55:00+02:00,7200.0,False,False,264
8135,9813268,2020-05-16T06:58:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:58:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:58:00+00:00,51.23290872402853,14.189185039282126,51.23290872402853,14.189185039282126,within_broad_germany_bounds,2020-05-16 06:58:00,2020-05-16T04:58:00Z,2020-05-16T04:58:00+02:00,7200.0,False,False,264
8136,9813267,2020-05-16T07:02:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:02:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:02:00+00:00,51.23376030268906,14.18776703741208,51.23376030268906,14.18776703741208,within_broad_germany_bounds,2020-05-16 07:02:00,2020-05-16T05:02:00Z,2020-05-16T05:02:00+02:00,7200.0,False,False,264
8137,9813278,2020-05-16T07:08:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:08:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:08:00+00:00,51.23213484165103,14.188376507864469,51.23213484165103,14.188376507864469,within_broad_germany_bounds,2020-05-16 07:08:00,2020-05-16T05:08:00Z,2020-05-16T05:08:00+02:00,7200.0,False,False,264
8138,9813261,2020-05-16T07:11:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:11:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:11:00+00:00,51.23176193452286,14.188244258280143,51.23176193452286,14.188244258280143,within_broad_germany_bounds,2020-05-16 07:11:00,2020-05-16T05:11:00Z,2020-05-16T05:11:00+02:00,7200.0,False,False,264
8139,9813313,2020-05-16T07:14:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:14:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:14:00+00:00,51.231777707189615,14.188269759880296,51.231777707189615,14.188269759880296,within_broad_germany_bounds,2020-05-16 07:14:00,2020-05-16T05:14:00Z,2020-05-16T05:14:00+02:00,7200.0,False,False,264
8140,9813314,2020-05-16T07:18:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:18:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:18:00+00:00,51.23249204701486,14.18770768956912,51.23249204701486,14.18770768956912,within_broad_germany_bounds,2020-05-16 07:18:00,2020-05-16T05:18:00Z,2020-05-16T05:18:00+02:00,7200.0,False,False,264
8141,9813266,2020-05-16T07:19:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:19:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:19:00+00:00,51.23261856097808,14.188594085819402,51.23261856097808,14.188594085819402,within_broad_germany_bounds,2020-05-16 07:19:00,2020-05-16T05:19:00Z,2020-05-16T05:19:00+02:00,7200.0,False,False,264
8142,9813265,2020-05-16T07:22:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:22:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:22:00+00:00,51.23290686020067,14.189197838161322,51.23290686020067,14.189197838161322,within_broad_germany_bounds,2020-05-16 07:22:00,2020-05-16T05:22:00Z,2020-05-16T05:22:00+02:00,7200.0,False,False,264
8143,9813264,2020-05-16T07:25:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:25:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:25:00+00:00,51.23372829443334,14.187890682633943,51.23372829443334,14.187890682633943,within_broad_germany_bounds,2020-05-16 07:25:00,2020-05-16T05:25:00Z,2020-05-16T05:25:00+02:00,7200.0,False,False,264
8144,9813263,2020-05-16T07:27:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:27:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:27:00+00:00,51.23366785036886,14.18885290140908,51.23366785036886,14.18885290140908,within_broad_germany_bounds,2020-05-16 07:27:00,2020-05-16T05:27:00Z,2020-05-16T05:27:00+02:00,7200.0,False,False,264
8145,9813277,2020-05-16T07:30:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:30:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:30:00+00:00,51.23310188540535,14.189232501470306,51.23310188540535,14.189232501470306,within_broad_germany_bounds,2020-05-16 07:30:00,2020-05-16T05:30:00Z,2020-05-16T05:30:00+02:00,7200.0,False,False,264
8146,9813262,2020-05-16T07:33:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T05:33:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T05:33:00+00:00,51.23284824674727,14.18929283029716,51.23284824674727,14.18929283029716,within_broad_germany_bounds,2020-05-16 07:33:00,2020-05-16T05:33:00Z,2020-05-16T05:33:00+02:00,7200.0,False,False,264
8184,9815177,2020-05-01T07:00:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-01T05:00:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-01T05:00:00+00:00,49.95209,11.59775,49.95209,11.59775,within_broad_germany_bounds,2020-05-01 07:00:00,2020-05-01T05:00:00Z,2020-05-01T05:00:00+02:00,7200.0,False,False,264
8185,9812364,2020-05-03T09:00:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-03T07:00:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-03T07:00:00+00:00,49.942825,11.550128,49.942825,11.550128,within_broad_germany_bounds,2020-05-03 09:00:00,2020-05-03T07:00:00Z,2020-05-03T07:00:00+02:00,7200.0,False,False,264
8186,9814637,2020-05-11T07:50:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-11T05:50:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-11T05:50:00+00:00,49.896895,11.509563,49.896895,11.509563,within_broad_germany_bounds,2020-05-11 07:50:00,2020-05-11T05:50:00Z,2020-05-11T05:50:00+02:00,7200.0,False,False,264
8187,9814519,2020-05-13T06:36:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-13T04:36:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-13T04:36:00+00:00,49.933485,11.575277,49.933485,11.575277,within_broad_germany_bounds,2020-05-13 06:36:00,2020-05-13T04:36:00Z,2020-05-13T04:36:00+02:00,7200.0,False,False,264
8188,9814450,2020-05-13T06:40:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-13T04:40:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-13T04:40:00+00:00,49.93322,11.575454,49.93322,11.575454,within_broad_germany_bounds,2020-05-13 06:40:00,2020-05-13T04:40:00Z,2020-05-13T04:40:00+02:00,7200.0,False,False,264
8189,9814289,2020-05-16T06:43:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-16T04:43:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-16T04:43:00+00:00,49.93683,11.50679,49.93683,11.50679,within_broad_germany_bounds,2020-05-16 06:43:00,2020-05-16T04:43:00Z,2020-05-16T04:43:00+02:00,7200.0,False,False,264
8190,9813788,2020-05-22T07:00:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-22T05:00:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-22T05:00:00+00:00,49.935517822527686,11.566281503797624,49.935517822527686,11.566281503797624,within_broad_germany_bounds,2020-05-22 07:00:00,2020-05-22T05:00:00Z,2020-05-22T05:00:00+02:00,7200.0,False,False,264
8191,9813787,2020-05-22T07:10:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-22T05:10:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-22T05:10:00+00:00,49.93542433749428,11.566342259886984,49.93542433749428,11.566342259886984,within_broad_germany_bounds,2020-05-22 07:10:00,2020-05-22T05:10:00Z,2020-05-22T05:10:00+02:00,7200.0,False,False,264
8192,9813786,2020-05-22T07:12:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-22T05:12:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-22T05:12:00+00:00,49.93542433749428,11.566342259886984,49.93542433749428,11.566342259886984,within_broad_germany_bounds,2020-05-22 07:12:00,2020-05-22T05:12:00Z,2020-05-22T05:12:00+02:00,7200.0,False,False,264
8193,9813635,2020-05-24T06:50:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-24T04:50:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-24T04:50:00+00:00,49.99225,11.546609,49.99225,11.546609,within_broad_germany_bounds,2020-05-24 06:50:00,2020-05-24T04:50:00Z,2020-05-24T04:50:00+02:00,7200.0,False,False,264
8194,9813634,2020-05-24T07:08:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-24T05:08:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-24T05:08:00+00:00,49.99225,11.546609,49.99225,11.546609,within_broad_germany_bounds,2020-05-24 07:08:00,2020-05-24T05:08:00Z,2020-05-24T05:08:00+02:00,7200.0,False,False,264
8195,9812731,2020-05-31T06:46:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-31T04:46:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-31T04:46:00+00:00,49.93778661514186,11.568372597093823,49.93778661514186,11.568372597093823,within_broad_germany_bounds,2020-05-31 06:46:00,2020-05-31T04:46:00Z,2020-05-31T04:46:00+02:00,7200.0,False,False,264
9368,9814560,2020-05-12T07:05:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-12T05:05:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-12T05:05:00+00:00,47.845861,12.976177,47.845861,12.976177,within_broad_germany_bounds,2020-05-12 07:05:00,2020-05-12T05:05:00Z,2020-05-12T05:05:00+02:00,7200.0,False,False,264
9369,9814559,2020-05-12T07:12:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-12T05:12:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-12T05:12:00+00:00,47.845861,12.976177,47.845861,12.976177,within_broad_germany_bounds,2020-05-12 07:12:00,2020-05-12T05:12:00Z,2020-05-12T05:12:00+02:00,7200.0,False,False,264
9370,9814556,2020-05-12T07:16:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-12T05:16:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-12T05:16:00+00:00,47.845861,12.976177,47.845861,12.976177,within_broad_germany_bounds,2020-05-12 07:16:00,2020-05-12T05:16:00Z,2020-05-12T05:16:00+02:00,7200.0,False,False,264
9371,9813649,2020-05-23T06:51:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-23T04:51:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-23T04:51:00+00:00,47.54930222472586,12.96831897904628,47.54930222472586,12.96831897904628,within_broad_germany_bounds,2020-05-23 06:51:00,2020-05-23T04:51:00Z,2020-05-23T04:51:00+02:00,7200.0,False,False,264
9372,9813648,2020-05-23T06:51:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-23T04:51:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-23T04:51:00+00:00,47.54930458246301,12.96831728674782,47.54930458246301,12.96831728674782,within_broad_germany_bounds,2020-05-23 06:51:00,2020-05-23T04:51:00Z,2020-05-23T04:51:00+02:00,7200.0,False,False,264
9373,9813646,2020-05-23T07:01:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-23T05:01:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-23T05:01:00+00:00,47.549372306932334,12.968204221712323,47.549372306932334,12.968204221712323,within_broad_germany_bounds,2020-05-23 07:01:00,2020-05-23T05:01:00Z,2020-05-23T05:01:00+02:00,7200.0,False,False,264
9374,9813647,2020-05-23T07:12:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-23T05:12:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-23T05:12:00+00:00,47.54936756161239,12.968222217574684,47.54936756161239,12.968222217574684,within_broad_germany_bounds,2020-05-23 07:12:00,2020-05-23T05:12:00Z,2020-05-23T05:12:00+02:00,7200.0,False,False,264
9423,9815042,2020-05-07T07:26:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-07T05:26:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-07T05:26:00+00:00,49.6125,8.82416667,49.6125,8.82416667,within_broad_germany_bounds,2020-05-07 07:26:00,2020-05-07T05:26:00Z,2020-05-07T05:26:00+02:00,7200.0,False,False,264
9424,9815041,2020-05-07T07:38:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-07T05:38:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-07T05:38:00+00:00,49.6125,8.82416667,49.6125,8.82416667,within_broad_germany_bounds,2020-05-07 07:38:00,2020-05-07T05:38:00Z,2020-05-07T05:38:00+02:00,7200.0,False,False,264
10028,9815139,2020-05-04T07:53:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-04T05:53:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-04T05:53:00+00:00,50.0,7.0,50.0,7.0,within_broad_germany_bounds,2020-05-04 07:53:00,2020-05-04T05:53:00Z,2020-05-04T05:53:00+02:00,7200.0,False,False,264
10029,9813957,2020-05-20T07:00:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-20T05:00:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-20T05:00:00+00:00,49.75100219999999,7.003319100000001,49.75100219999999,7.003319100000001,within_broad_germany_bounds,2020-05-20 07:00:00,2020-05-20T05:00:00Z,2020-05-20T05:00:00+02:00,7200.0,False,False,264
10030,9813956,2020-05-20T09:00:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-20T07:00:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-20T07:00:00+00:00,49.75100219999999,7.003319100000001,49.75100219999999,7.003319100000001,within_broad_germany_bounds,2020-05-20 09:00:00,2020-05-20T07:00:00Z,2020-05-20T07:00:00+02:00,7200.0,False,False,264
10084,9812344,2020-05-03T07:07:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-03T05:07:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-03T05:07:00+00:00,48.0,10.0,48.0,10.0,within_broad_germany_bounds,2020-05-03 07:07:00,2020-05-03T05:07:00Z,2020-05-03T05:07:00+02:00,7200.0,False,False,264
10085,9813119,2020-05-26T06:58:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-26T04:58:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-26T04:58:00+00:00,48.141656514828185,9.886807461981094,48.141656514828185,9.886807461981094,within_broad_germany_bounds,2020-05-26 06:58:00,2020-05-26T04:58:00Z,2020-05-26T04:58:00+02:00,7200.0,False,False,264
10086,9813118,2020-05-26T07:08:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-26T05:08:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-26T05:08:00+00:00,48.14179203789526,9.8868148957182,48.14179203789526,9.8868148957182,within_broad_germany_bounds,2020-05-26 07:08:00,2020-05-26T05:08:00Z,2020-05-26T05:08:00+02:00,7200.0,False,False,264
10105,9812591,2020-04-12T07:13:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-04-12T05:13:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-04-12T05:13:00+00:00,52.08475357774072,8.459651072612804,52.08475357774072,8.459651072612804,within_broad_germany_bounds,2020-04-12 07:13:00,2020-04-12T05:13:00Z,2020-04-12T05:13:00+02:00,7200.0,False,False,264
10106,9812595,2020-05-07T07:21:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-07T05:21:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-07T05:21:00+00:00,52.08501972695321,8.459618296691307,52.08501972695321,8.459618296691307,within_broad_germany_bounds,2020-05-07 07:21:00,2020-05-07T05:21:00Z,2020-05-07T05:21:00+02:00,7200.0,False,False,264
10107,9812593,2020-05-07T07:21:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-07T05:21:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-07T05:21:00+00:00,52.08475357774072,8.459651072612804,52.08475357774072,8.459651072612804,within_broad_germany_bounds,2020-05-07 07:21:00,2020-05-07T05:21:00Z,2020-05-07T05:21:00+02:00,7200.0,False,False,264
10108,9812592,2020-05-07T07:29:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-07T05:29:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-07T05:29:00+00:00,52.08475357774072,8.459651072612804,52.08475357774072,8.459651072612804,within_broad_germany_bounds,2020-05-07 07:29:00,2020-05-07T05:29:00Z,2020-05-07T05:29:00+02:00,7200.0,False,False,264
10109,9814970,2020-05-08T06:15:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-08T04:15:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-08T04:15:00+00:00,52.061562,8.548865,52.061562,8.548865,within_broad_germany_bounds,2020-05-08 06:15:00,2020-05-08T04:15:00Z,2020-05-08T04:15:00+02:00,7200.0,False,False,264
10110,9814625,2020-05-10T06:55:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-10T04:55:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-10T04:55:00+00:00,52.037415,8.512801,52.037415,8.512801,within_broad_germany_bounds,2020-05-10 06:55:00,2020-05-10T04:55:00Z,2020-05-10T04:55:00+02:00,7200.0,False,False,264
10111,9814624,2020-05-10T07:40:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-10T05:40:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-10T05:40:00+00:00,52.037415,8.512801,52.037415,8.512801,within_broad_germany_bounds,2020-05-10 07:40:00,2020-05-10T05:40:00Z,2020-05-10T05:40:00+02:00,7200.0,False,False,264
10112,9814554,2020-05-10T07:40:00+02:00,datetime,True,utc_instant_to_Europe/Berlin,validated,,2020-05-10T05:40:00+00:00,0,german-local-priority-utc-fallback-v2,,2020-05-10T05:40:00+00:00,52.061562,8.548865,52.061562,8.548865,within_broad_germany_bounds,2020-05-10 07:40:00,2020-05-10T05:40:00Z,2020-05-10T05:40:00+02:00,7200.0,False,False,264
